LoginID,UserID,DeviceID,LoginTime,IPAddress,Country,LoginMethod,LoginStatus,RiskLevel
350,14,94,2026-06-25 10:23:00,86.251.183.14,India,SSO,Success,Medium
351,99,106,2026-06-05 09:58:00,206.179.215.91,Canada,Password,Success,Low
352,34,75,2026-03-06 11:24:00,173.78.64.36,India,SSO,Success,High
353,57,66,2026-01-13 16:10:00,93.86.151.118,UK,Password,Success,Low
354,30,73,2026-05-11 10:47:00,108.223.174.162,India,MFA,Success,Low
355,38,26,2026-06-08 20:05:00,177.194.93.4,UK,MFA,Success,Low
356,37,6,2026-03-14 08:09:00,96.90.0.242,India,SSO,Success,Low
357,7,17,2026-06-24 18:07:00,155.228.208.132,Canada,Password,Success,Low
358,48,5,2026-02-23 07:42:00,62.99.30.129,India,MFA,Failure,Low
359,46,33,2026-05-28 08:08:00,142.102.151.203,India,Password,Success,Low
360,53,37,2026-04-15 20:38:00,50.224.228.44,Canada,SSO,Success,Low
361,30,73,2026-05-07 20:26:00,130.98.27.6,Canada,SSO,Success,Medium
362,48,5,2026-05-08 12:19:00,209.164.59.208,USA,SSO,Success,Low
363,10,85,2026-04-04 08:53:00,80.51.235.58,UK,Password,Success,Low
364,80,67,2026-06-19 10:27:00,13.163.109.87,UK,Password,Success,Low
365,2,116,2026-03-02 14:30:00,148.249.6.252,Canada,Password,Success,Low
366,65,131,2026-03-30 08:10:00,25.29.39.237,Canada,MFA,Success,Medium
367,31,141,2026-01-09 22:59:00,10.84.202.63,Canada,Password,Success,Low
368,69,47,2026-03-24 21:13:00,88.40.95.86,USA,Password,Success,High
369,44,16,2026-03-04 17:29:00,179.225.82.162,India,SSO,Success,Low
370,11,30,2026-06-18 09:28:00,236.97.112.253,India,MFA,Success,Low
371,23,4,2026-02-05 01:22:00,198.254.45.37,India,MFA,Failure,High
372,14,94,2026-04-23 12:18:00,79.153.105.193,USA,MFA,Success,Low
373,74,117,2026-04-12 13:04:00,210.24.53.176,Canada,MFA,Success,Medium
374,18,32,2026-06-07 02:05:00,48.34.117.100,India,MFA,Success,Low
375,13,23,2026-02-09 19:21:00,43.209.48.49,USA,Password,Success,Low
376,56,126,2026-01-12 06:52:00,155.170.30.13,Canada,MFA,Success,Low
377,77,59,2026-03-18 16:25:00,104.209.187.209,Canada,MFA,Success,Low
378,64,52,2026-01-19 18:28:00,163.144.6.112,USA,MFA,Success,Low
379,47,135,2026-05-13 11:21:00,55.241.100.48,India,MFA,Success,High
380,47,135,2026-03-27 06:46:00,131.125.136.122,USA,MFA,Failure,Low
381,98,93,2026-04-21 22:46:00,203.23.73.235,India,Password,Success,Low
382,82,70,2026-01-20 15:29:00,3.145.246.143,USA,Password,Success,Low
383,91,123,2026-04-26 01:23:00,207.97.100.165,UK,SSO,Failure,Low
384,49,63,2026-01-30 13:02:00,114.154.140.126,India,MFA,Success,Low
385,49,63,2026-03-17 23:58:00,119.11.124.176,USA,MFA,Success,Low
386,20,46,2026-04-17 13:14:00,54.178.241.93,USA,SSO,Success,Medium
387,38,26,2026-04-16 00:54:00,109.101.155.48,USA,Password,Success,Low
388,85,38,2026-04-16 08:34:00,201.195.221.3,Canada,SSO,Success,Medium
389,3,137,2026-02-22 10:33:00,160.117.173.111,Canada,Password,Success,Low
390,22,11,2026-02-25 15:04:00,254.99.60.65,Canada,Password,Success,Low
391,29,56,2026-03-28 13:27:00,16.47.70.13,Canada,Password,Success,Low
392,76,48,2026-05-24 05:48:00,35.129.69.95,India,SSO,Success,Low
393,6,22,2026-06-02 08:23:00,235.247.41.206,USA,Password,Success,Medium
394,50,3,2026-02-11 04:32:00,54.36.130.168,UK,MFA,Success,Low
395,36,82,2026-06-06 02:49:00,78.205.255.217,UK,Password,Success,Low
396,95,58,2026-03-06 12:22:00,94.220.131.115,Canada,Password,Success,Low
397,65,131,2026-03-27 19:50:00,115.239.209.174,UK,MFA,Success,Medium
398,18,27,2026-03-22 13:01:00,132.192.81.34,UK,MFA,Success,Low
399,100,7,2026-01-16 10:28:00,90.19.248.26,USA,SSO,Success,Medium
400,75,79,2026-02-11 07:05:00,219.233.13.105,UK,SSO,Success,Low
401,3,137,2026-06-01 07:17:00,99.23.178.183,USA,Password,Success,Low
402,52,31,2026-06-28 08:10:00,225.186.240.75,UK,Password,Success,Low
403,94,15,2026-03-15 13:48:00,22.9.50.134,UK,MFA,Success,Low
404,14,94,2026-04-14 04:47:00,202.94.121.211,India,MFA,Failure,High
405,78,36,2026-03-06 08:37:00,85.179.125.95,USA,MFA,Success,Medium
406,65,131,2026-02-24 10:55:00,233.239.115.31,USA,SSO,Success,Low
407,75,79,2026-03-23 09:11:00,20.209.62.184,India,MFA,Success,Medium
408,38,86,2026-04-18 17:09:00,15.159.253.75,UK,SSO,Success,Low
409,72,76,2026-01-11 23:49:00,19.23.118.3,UK,Password,Success,Low
410,100,7,2026-05-26 04:32:00,119.226.229.122,USA,Password,Success,High
411,2,149,2026-04-19 18:30:00,14.4.189.21,Canada,MFA,Failure,Low
412,36,82,2026-01-13 02:47:00,62.198.178.137,USA,MFA,Success,Low
413,70,24,2026-01-02 04:28:00,221.44.181.118,Canada,MFA,Success,Low
414,64,52,2026-02-09 10:00:00,198.127.182.146,Canada,MFA,Success,Low
415,35,9,2026-06-07 10:53:00,124.24.216.143,UK,SSO,Success,Low
416,31,141,2026-02-28 01:56:00,120.158.206.232,UK,SSO,Success,Medium
417,27,148,2026-06-07 12:44:00,191.250.55.222,India,Password,Success,Low
418,6,19,2026-04-26 21:39:00,85.28.132.144,USA,Password,Success,Low
419,93,87,2026-01-31 01:15:00,73.228.107.239,UK,MFA,Success,Low
420,6,22,2026-06-19 18:42:00,10.152.233.22,India,MFA,Success,Low
421,70,24,2026-06-30 10:31:00,27.54.25.75,India,SSO,Success,Low
422,57,65,2026-06-23 01:57:00,151.47.143.92,Canada,MFA,Success,Low
423,89,84,2026-04-20 05:09:00,232.26.133.61,USA,MFA,Success,Medium
424,20,78,2026-03-17 11:37:00,251.103.157.115,Canada,Password,Success,Medium
425,81,110,2026-05-18 10:26:00,41.80.81.139,UK,MFA,Success,Medium
426,30,73,2026-02-24 18:46:00,21.86.73.218,USA,Password,Success,Low
427,73,133,2026-05-08 15:56:00,77.251.254.202,India,MFA,Success,Medium
428,7,41,2026-01-04 18:36:00,78.108.205.87,UK,MFA,Success,Low
429,18,32,2026-05-29 19:01:00,7.69.60.140,UK,Password,Success,Low
430,62,55,2026-02-16 05:38:00,53.23.37.64,UK,MFA,Success,Medium
431,40,14,2026-03-13 23:21:00,210.98.26.138,Canada,Password,Success,Low
432,20,46,2026-03-31 18:00:00,1.179.164.47,UK,Password,Success,Medium
433,77,59,2026-05-13 21:29:00,53.14.63.158,UK,MFA,Success,Low
434,52,31,2026-03-03 12:21:00,244.21.58.67,USA,MFA,Success,Low
435,52,28,2026-01-14 21:25:00,19.3.199.41,UK,MFA,Success,Low
436,40,14,2026-02-17 06:02:00,91.23.193.140,UK,MFA,Success,Medium
437,98,93,2026-01-19 02:00:00,192.64.44.230,Canada,MFA,Failure,Low
438,24,132,2026-06-07 22:37:00,112.149.235.185,India,MFA,Success,Low
439,94,53,2026-02-12 14:00:00,1.179.129.110,UK,SSO,Success,Low
440,59,147,2026-04-28 00:29:00,148.118.218.86,Canada,SSO,Success,Low
441,25,145,2026-04-25 15:02:00,139.81.230.142,USA,MFA,Success,Low
442,89,84,2026-04-13 06:48:00,2.176.51.75,UK,MFA,Success,Low
443,53,92,2026-03-27 11:46:00,178.143.46.105,Canada,SSO,Success,Medium
444,59,112,2026-02-05 05:15:00,47.166.41.213,USA,SSO,Success,Low
445,3,137,2026-03-05 00:57:00,20.155.195.64,Canada,Password,Success,High
446,22,11,2026-03-30 19:24:00,197.25.112.121,UK,Password,Success,Medium
447,1,97,2026-01-21 10:49:00,133.103.119.231,UK,MFA,Success,Low
448,42,20,2026-03-21 15:36:00,231.150.68.236,UK,MFA,Success,Low
449,79,114,2026-05-03 03:12:00,30.133.196.35,UK,SSO,Success,Low
450,52,28,2026-06-19 19:27:00,218.50.16.206,USA,MFA,Success,Medium
451,88,77,2026-06-12 11:49:00,38.231.140.33,Canada,SSO,Success,Low
452,23,4,2026-03-21 11:18:00,175.128.104.211,USA,Password,Success,Low
453,93,105,2026-05-15 12:23:00,188.157.38.41,UK,Password,Success,Low
454,64,52,2026-03-06 06:07:00,191.248.4.183,Canada,Password,Failure,Medium
455,94,109,2026-05-25 04:28:00,61.192.133.99,Canada,MFA,Success,Medium
456,71,107,2026-04-12 14:01:00,163.94.150.100,Canada,Password,Success,Low
457,73,81,2026-06-06 19:28:00,129.73.120.120,Canada,SSO,Success,Low
458,34,124,2026-06-02 22:20:00,74.8.107.33,USA,Password,Success,Low
459,53,37,2026-05-11 00:59:00,238.4.212.171,UK,MFA,Success,Low
460,34,69,2026-04-07 08:10:00,163.186.171.42,Canada,Password,Success,Medium
461,39,44,2026-06-07 18:00:00,248.122.58.157,India,MFA,Success,Low
462,1,97,2026-05-21 07:20:00,169.119.118.12,UK,SSO,Success,Low
463,56,126,2026-02-23 20:48:00,167.210.55.222,USA,Password,Success,Low
464,66,8,2026-06-25 07:51:00,108.29.200.207,Canada,SSO,Success,High
465,77,59,2026-06-04 06:01:00,98.170.11.228,USA,MFA,Success,Low
466,49,29,2026-05-13 00:54:00,80.211.36.144,India,Password,Success,Low
467,37,10,2026-03-13 20:54:00,185.149.93.234,UK,Password,Success,Low
468,50,13,2026-05-04 18:46:00,234.171.238.181,UK,SSO,Success,Low
469,6,22,2026-02-23 16:30:00,200.195.101.78,USA,SSO,Success,Low
470,99,106,2026-06-13 00:29:00,94.149.133.155,India,SSO,Success,Medium
471,66,8,2026-04-29 15:07:00,6.109.133.225,UK,MFA,Success,Medium
472,56,18,2026-04-06 03:37:00,146.225.21.45,India,Password,Success,Low
473,40,14,2026-05-26 22:25:00,148.143.33.84,India,SSO,Success,Low
474,74,144,2026-03-03 15:24:00,185.148.44.178,UK,Password,Success,Low
475,56,126,2026-06-03 02:12:00,58.93.143.17,India,MFA,Failure,Low
476,100,7,2026-04-28 20:33:00,25.147.252.61,USA,SSO,Success,Low
477,49,29,2026-01-23 00:20:00,199.231.142.13,UK,Password,Success,Low
478,69,115,2026-01-03 18:39:00,247.122.157.43,UK,MFA,Success,Low
479,53,92,2026-04-23 05:06:00,203.106.127.212,USA,SSO,Success,Medium
480,33,118,2026-05-22 06:25:00,91.92.249.254,India,MFA,Success,Low
481,56,18,2026-02-26 15:24:00,84.136.34.4,Canada,MFA,Success,Low
482,99,106,2026-06-12 02:14:00,229.235.110.144,India,SSO,Success,Low
483,20,46,2026-03-31 21:50:00,248.192.100.75,India,Password,Success,Low
484,49,29,2026-04-27 22:11:00,122.125.208.244,India,SSO,Success,Low
485,65,2,2026-01-26 22:04:00,188.83.139.169,Canada,MFA,Success,High
486,49,29,2026-06-29 18:22:00,232.45.215.185,Canada,Password,Success,Low
487,74,117,2026-01-13 09:16:00,5.25.32.229,Canada,Password,Success,Low
488,37,6,2026-02-21 23:41:00,49.37.73.99,India,MFA,Success,Low
489,52,28,2026-01-05 07:10:00,192.24.198.132,UK,SSO,Success,Low
490,98,93,2026-05-22 03:55:00,179.209.13.46,Canada,MFA,Success,Low
491,69,115,2026-04-14 09:41:00,56.135.89.222,USA,SSO,Success,Low
492,86,42,2026-01-16 05:24:00,39.228.232.6,UK,Password,Success,Low
493,24,150,2026-05-27 15:52:00,144.123.34.119,UK,MFA,Success,High
494,76,48,2026-01-31 15:51:00,210.8.193.213,USA,SSO,Success,Low
495,13,23,2026-03-16 11:30:00,228.144.189.137,India,MFA,Success,High
496,62,55,2026-02-04 18:56:00,44.135.176.203,USA,MFA,Success,Low
497,95,58,2026-04-24 03:20:00,73.178.54.234,UK,Password,Success,High
498,2,116,2026-06-13 18:42:00,224.61.57.136,India,SSO,Success,Low
499,3,137,2026-05-01 22:12:00,110.180.185.149,Canada,MFA,Success,Medium
500,48,5,2026-03-08 04:22:00,185.91.201.247,UK,Password,Success,Low
